"LibraryName", "LibraryPath", "LibraryPathGeneric", "ExecutableName", "ExecutablePath", "ExecutablePathGeneric", "Type"
"tpsvc.dll","C:\Program Files\VMWare\VMWare Tools\tpsvc.dll","%PROGRAMFILES%\VMWare\VMWare Tools\tpsvc.dll","TPAutoConnect.exe","","","Sideloading"
"tpsvc.dll","C:\Program Files\Common Files\ThinPrint\tpsvc.dll","%PROGRAMFILES%\Common Files\ThinPrint\tpsvc.dll","TPAutoConnect.exe","","","Sideloading"
"tmdbg64.dll","C:\Users\<User>\AppData\Local\Temp\ClnExtor\PCCNT\tmdbg64.dll","%LOCALAPPDATA%\Temp\ClnExtor\PCCNT\tmdbg64.dll","TmPfw.exe","C:\Program Files\Trend Micro\Security Agent\TmPfw.exe","%PROGRAMFILES%\Trend Micro\Security Agent\TmPfw.exe","Sideloading"
"tmdbg64.dll","C:\Program Files\Trend Micro\Security Agent\tmdbg64.dll","%PROGRAMFILES%\Trend Micro\Security Agent\tmdbg64.dll","TmPfw.exe","C:\Program Files\Trend Micro\Security Agent\TmPfw.exe","%PROGRAMFILES%\Trend Micro\Security Agent\TmPfw.exe","Sideloading"
"tmdbglog.dll","C:\Program Files\Trend Micro\Titanium\tmdbglog.dll","%PROGRAMFILES%\Trend Micro\Titanium\tmdbglog.dll","PtWatchDog.exe","","","Sideloading"
"libeay32.dll","C:\Program Files\PSPad editor\libeay32.dll","%PROGRAMFILES%\PSPad editor\libeay32.dll","PSPad.exe","C:\Program Files\PSPad editor\PSPad.exe","%PROGRAMFILES%\PSPad editor\PSPad.exe","Sideloading"
"amindpdfcore.dll","C:\Program Files\GeekerPDF\GeekerPDF\amindpdfcore.dll","%PROGRAMFILES%\GeekerPDF\GeekerPDF\amindpdfcore.dll","GeekerPDF.exe","C:\Program Files\GeekerPDF\GeekerPDF\GeekerPDF.exe","%PROGRAMFILES%\GeekerPDF\GeekerPDF\GeekerPDF.exe","Sideloading"
"vender.dll","C:\Program Files\ASUS\GPU TweakII\vender.dll","%PROGRAMFILES%\ASUS\GPU TweakII\vender.dll","ASUSGPUFanService.exe","C:\Program Files\ASUS\GPU TweakII\ASUSGPUFanService.exe","%PROGRAMFILES%\ASUS\GPU TweakII\ASUSGPUFanService.exe","Sideloading"
"vender.dll","C:\Program Files\ASUS\VGA COM\%VERSION%\vender.dll","%PROGRAMFILES%\ASUS\VGA COM\%VERSION%\vender.dll","ASUSGPUFanService.exe","C:\Program Files\ASUS\GPU TweakII\ASUSGPUFanService.exe","%PROGRAMFILES%\ASUS\GPU TweakII\ASUSGPUFanService.exe","Sideloading"
"asio.dll","C:\Program Files\ASUS\AXSP\%VERSION%\asio.dll","%PROGRAMFILES%\ASUS\AXSP\%VERSION%\asio.dll","atkexComSvc.exe","C:\Program Files\ASUS\AXSP\4.02.12\atkexComSvc.exe","%PROGRAMFILES%\ASUS\AXSP\4.02.12\atkexComSvc.exe","Sideloading"
"asus_wmi.dll","C:\Program Files\ASUS\AXSP\%VERSION%\asus_wmi.dll","%PROGRAMFILES%\ASUS\AXSP\%VERSION%\asus_wmi.dll","atkexComSvc.exe","C:\Program Files\ASUS\AXSP\%VERSION%\atkexComSvc.exe","%PROGRAMFILES%\ASUS\AXSP\%VERSION%\atkexComSvc.exe","Sideloading"
"iepdf32.dll","C:\Program Files\Handy Viewer\iepdf32.dll","%PROGRAMFILES%\Handy Viewer\iepdf32.dll","hv.exe","C:\Program Files\Handy Viewer\hv.exe","%PROGRAMFILES%\Handy Viewer\hv.exe","Sideloading"
